CustomerID,TotalSpent,TotalOrders,TotalQuantity,LastPurchase,FirstPurchase,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
17522,1070.71,5,1034,2011-12-08 12:31:00,2011-05-05 16:31:00,1,5,1070.71,5,4,4,13,VIP
17523,652.74,4,872,2011-11-28 13:20:00,2011-11-20 13:40:00,10,4,652.74,5,4,3,12,Loyal
17524,145.0,1,90,2010-12-13 14:32:00,2010-12-13 14:32:00,360,1,145.0,1,2,1,4,Lost
17525,422.70000000000005,1,82,2010-12-15 12:05:00,2010-12-15 12:05:00,359,1,422.70000000000005,1,2,2,5,At Risk
17526,1195.8999999999999,4,310,2011-12-05 11:05:00,2010-12-09 12:20:00,4,4,1195.8999999999999,5,4,4,13,VIP
17527,939.37,4,488,2011-10-17 12:32:00,2011-05-05 13:43:00,53,4,939.37,3,4,4,11,Loyal
17528,3628.5,8,2138,2011-12-08 13:27:00,2011-09-29 13:04:00,0,8,3628.5,5,5,5,15,VIP
17530,2367.12,10,1514,2011-12-08 18:42:00,2010-12-09 20:01:00,0,10,2367.12,5,5,5,15,VIP
17531,296.7,1,136,2011-06-02 19:17:00,2011-06-02 19:17:00,189,1,296.7,1,2,2,5,At Risk
17534,223.36,1,103,2011-10-17 12:47:00,2011-10-17 12:47:00,53,1,223.36,3,2,1,6,At Risk
17535,164.4,1,136,2011-03-04 15:20:00,2011-03-04 15:20:00,279,1,164.4,1,2,1,4,Lost
17536,76.5,1,6,2011-06-15 13:23:00,2011-06-15 13:23:00,176,1,76.5,2,2,1,5,At Risk
17537,887.67,2,699,2011-11-10 10:56:00,2011-02-09 13:37:00,29,2,887.67,4,3,3,10,Loyal
17538,98.42,1,134,2011-11-14 12:12:00,2011-11-14 12:12:00,25,1,98.42,4,2,1,7,Potential Loyal
17540,578.9,2,194,2011-11-15 11:56:00,2011-01-27 14:35:00,24,2,578.9,4,3,3,10,Loyal
17542,170.75,1,134,2011-03-15 11:45:00,2011-03-15 11:45:00,269,1,170.75,1,2,1,4,Lost
17545,642.32,3,337,2011-10-27 14:04:00,2011-10-27 13:48:00,42,3,642.32,3,4,3,10,Loyal
17548,103.3,1,58,2011-04-20 12:01:00,2011-04-20 12:01:00,233,1,103.3,1,2,1,4,Lost
17549,148.86,2,210,2011-11-16 09:59:00,2011-10-19 10:05:00,23,2,148.86,4,3,1,8,Potential Loyal
17550,267.16,3,86,2011-05-26 14:09:00,2011-04-10 15:19:00,196,3,267.16,1,4,2,7,Potential Loyal
17551,290.34,1,142,2010-12-15 14:12:00,2010-12-15 14:12:00,358,1,290.34,1,2,2,5,At Risk
17552,930.41,4,719,2011-10-10 17:00:00,2010-12-02 18:45:00,59,4,930.41,3,4,3,10,Loyal
17553,1487.6,1,1048,2011-08-02 10:00:00,2011-08-02 10:00:00,129,1,1487.6,2,2,4,8,Potential Loyal
17554,1952.45,5,1763,2011-12-08 14:15:00,2011-07-14 20:01:00,0,5,1952.45,5,4,4,13,VIP
17555,480.31,2,348,2011-11-20 12:22:00,2011-01-09 12:31:00,19,2,480.31,4,3,2,9,Potential Loyal
17556,157.9,1,101,2011-05-18 10:48:00,2011-05-18 10:48:00,205,1,157.9,1,2,1,4,Lost
17557,541.46,3,306,2011-11-25 12:57:00,2011-09-19 14:23:00,13,3,541.46,4,4,3,11,Loyal
17560,854.95,4,635,2011-09-06 09:18:00,2011-02-02 11:14:00,94,4,854.95,2,4,3,9,Potential Loyal
17561,165.12,1,144,2011-11-20 12:53:00,2011-11-20 12:53:00,18,1,165.12,4,2,1,7,Potential Loyal
17562,1122.38,7,817,2011-11-25 14:21:00,2011-06-19 13:06:00,13,7,1122.38,4,5,4,13,VIP
17564,454.01,3,146,2011-11-15 13:27:00,2011-09-20 14:00:00,23,3,454.01,4,4,2,10,Loyal
17566,869.77,2,497,2011-12-01 19:54:00,2011-11-14 13:42:00,7,2,869.77,5,3,3,11,Loyal
17567,4331.48,8,2632,2011-12-02 15:48:00,2010-12-02 15:18:00,6,8,4331.48,5,5,5,15,VIP
17569,344.14,1,159,2011-01-11 14:15:00,2011-01-11 14:15:00,331,1,344.14,1,2,2,5,At Risk
17571,1425.67,4,876,2011-10-20 15:57:00,2011-02-14 15:15:00,49,4,1425.67,3,4,4,11,Loyal
17572,226.75000000000003,4,95,2011-09-29 17:53:00,2010-12-01 12:51:00,70,4,226.75000000000003,3,4,1,8,Potential Loyal
17573,380.6,3,308,2011-11-10 13:01:00,2011-09-07 10:36:00,28,3,380.6,4,4,2,10,Loyal
17574,185.65,1,77,2011-04-11 09:47:00,2011-04-11 09:47:00,242,1,185.65,1,2,1,4,Lost
17576,3564.83,19,1967,2011-12-01 17:56:00,2010-12-09 16:57:00,7,19,3564.83,5,5,5,15,VIP
17578,143.45999999999998,1,138,2011-05-05 18:38:00,2011-05-05 18:38:00,217,1,143.45999999999998,1,2,1,4,Lost
17579,448.90000000000003,3,258,2011-12-05 12:28:00,2011-06-13 14:12:00,4,3,448.90000000000003,5,4,2,11,Loyal
17580,215.72,3,88,2011-04-01 12:41:00,2010-12-16 15:27:00,252,3,215.72,1,4,1,6,At Risk
17581,11025.24,25,5915,2011-12-09 12:21:00,2010-12-02 14:47:00,0,25,11025.24,5,5,5,15,VIP
17582,175.27,1,123,2011-04-17 13:18:00,2011-04-17 13:18:00,235,1,175.27,1,2,1,4,Lost
17584,1242.3,2,458,2011-12-02 17:12:00,2011-08-04 14:12:00,6,2,1242.3,5,3,4,12,Loyal
17585,1116.68,4,1650,2011-08-22 13:30:00,2011-01-05 15:09:00,108,4,1116.68,2,4,4,10,Loyal
17588,1240.2,3,676,2011-08-31 13:37:00,2011-04-21 10:31:00,99,3,1240.2,2,4,4,10,Loyal
17589,2404.17,4,1631,2011-10-10 16:58:00,2011-04-13 13:47:00,59,4,2404.17,3,4,5,12,Loyal
17590,1468.02,3,822,2011-12-07 12:55:00,2011-10-30 14:05:00,1,3,1468.02,5,4,4,13,VIP
17591,2203.67,7,1000,2011-09-27 13:42:00,2010-12-07 15:39:00,72,7,2203.67,2,5,5,12,Loyal
17593,3923.86,5,3089,2011-12-06 10:30:00,2010-12-22 10:29:00,3,5,3923.86,5,4,5,14,VIP
17594,993.18,2,550,2011-09-15 16:34:00,2011-03-30 10:32:00,84,2,993.18,2,3,4,9,Potential Loyal
17595,386.69,2,228,2011-11-27 16:08:00,2011-11-02 16:19:00,11,2,386.69,5,3,2,10,Loyal
17596,2806.69,7,4376,2011-11-16 14:11:00,2010-12-06 12:34:00,22,7,2806.69,4,5,5,14,VIP
17597,2044.3700000000001,1,1176,2011-05-10 11:54:00,2011-05-10 11:54:00,213,1,2044.3700000000001,1,2,4,7,Potential Loyal
17600,161.67000000000002,1,144,2011-11-22 09:43:00,2011-11-22 09:43:00,17,1,161.67000000000002,4,2,1,7,Potential Loyal
17601,116.00999999999999,1,103,2011-04-14 18:02:00,2011-04-14 18:02:00,238,1,116.00999999999999,1,2,1,4,Lost
17602,5054.42,6,4116,2011-12-07 13:53:00,2011-01-19 16:18:00,1,6,5054.42,5,5,5,15,VIP
17603,394.72,1,74,2011-09-22 14:18:00,2011-09-22 14:18:00,77,1,394.72,2,2,2,6,At Risk
17604,309.36,2,169,2011-05-06 13:43:00,2011-01-31 15:09:00,216,2,309.36,1,3,2,6,At Risk
17608,191.99,2,229,2011-11-06 13:06:00,2011-11-06 13:00:00,32,2,191.99,4,3,1,8,Potential Loyal
17609,1105.78,5,719,2011-10-30 12:28:00,2011-01-16 16:23:00,40,5,1105.78,3,4,4,11,Loyal
17611,3961.12,15,2550,2011-12-02 13:29:00,2010-12-13 13:52:00,6,15,3961.12,5,5,5,15,VIP
17612,2048.45,6,1808,2011-10-17 14:59:00,2011-02-15 10:40:00,52,6,2048.45,3,5,4,12,Loyal
17613,4544.55,14,2490,2011-11-17 10:51:00,2011-02-07 11:20:00,22,14,4544.55,4,5,5,14,VIP
17614,386.32,1,235,2011-10-13 16:01:00,2011-10-13 16:01:00,56,1,386.32,3,2,2,7,Potential Loyal
17615,329.6,3,140,2011-08-01 14:06:00,2011-05-01 15:33:00,129,3,329.6,2,4,2,8,Potential Loyal
17616,571.1999999999999,3,224,2011-06-19 10:11:00,2010-12-07 10:04:00,173,3,571.1999999999999,2,4,3,9,Potential Loyal
17618,930.28,3,319,2011-12-04 11:50:00,2010-12-12 16:05:00,5,3,930.28,5,4,3,12,Loyal
17619,214.37,1,124,2011-01-31 14:18:00,2011-01-31 14:18:00,311,1,214.37,1,2,1,4,Lost
17620,81.44,1,60,2011-10-11 12:08:00,2011-10-11 12:08:00,59,1,81.44,3,2,1,6,At Risk
17621,1379.9,3,514,2011-11-18 17:11:00,2010-12-20 13:31:00,20,3,1379.9,4,4,4,12,Loyal
17623,527.0500000000001,1,265,2011-11-07 11:32:00,2011-11-07 11:32:00,32,1,527.0500000000001,4,2,3,9,Potential Loyal
17624,843.48,2,554,2011-11-25 10:52:00,2011-05-05 17:59:00,14,2,843.48,4,3,3,10,Loyal
17625,2020.4,4,1180,2011-11-21 13:36:00,2011-03-27 12:21:00,17,4,2020.4,4,4,4,12,Loyal
17628,75.75,1,79,2011-09-19 15:21:00,2011-09-19 15:21:00,80,1,75.75,2,2,1,5,At Risk
17629,1814.12,8,1629,2011-12-04 10:56:00,2010-12-15 09:58:00,5,8,1814.12,5,5,4,14,VIP
17630,503.59999999999997,2,158,2011-06-23 11:58:00,2011-04-21 14:03:00,169,2,503.59999999999997,2,3,3,8,Potential Loyal
17631,528.33,3,334,2011-12-08 09:47:00,2011-04-21 13:22:00,1,3,528.33,5,4,3,12,Loyal
17633,1324.84,4,644,2011-11-08 13:25:00,2011-08-11 15:43:00,30,4,1324.84,4,4,4,12,Loyal
17634,2358.59,9,838,2011-11-03 13:09:00,2011-01-06 12:45:00,35,9,2358.59,3,5,5,13,VIP
17636,285.56,1,182,2011-11-20 14:40:00,2011-11-20 14:40:00,18,1,285.56,4,2,2,8,Potential Loyal
17637,547.0600000000001,2,280,2011-11-08 12:51:00,2011-08-16 13:25:00,30,2,547.0600000000001,4,3,3,10,Loyal
17639,108.5,1,49,2011-03-08 15:22:00,2011-03-08 15:22:00,275,1,108.5,1,2,1,4,Lost
17640,621.66,1,250,2011-09-14 09:13:00,2011-09-14 09:13:00,86,1,621.66,2,2,3,7,Potential Loyal
17642,712.29,2,474,2011-08-12 09:11:00,2011-06-16 12:55:00,119,2,712.29,2,3,3,8,Potential Loyal
17643,101.55,1,71,2010-12-01 14:38:00,2010-12-01 14:38:00,372,1,101.55,1,2,1,4,Lost
17644,2895.64,11,1793,2011-12-08 13:43:00,2011-03-24 09:44:00,0,11,2895.64,5,5,5,15,VIP
17646,1008.39,3,323,2011-05-04 13:17:00,2010-12-09 14:28:00,218,3,1008.39,1,4,4,9,Potential Loyal
17647,133.06,1,30,2011-10-05 15:38:00,2011-10-05 15:38:00,64,1,133.06,3,2,1,6,At Risk
17648,1797.5,4,487,2011-10-10 09:41:00,2011-04-04 10:29:00,60,4,1797.5,3,4,4,11,Loyal
17649,868.49,1,399,2011-07-24 15:53:00,2011-07-24 15:53:00,137,1,868.49,2,2,3,7,Potential Loyal
17650,166.08,1,150,2011-11-18 14:52:00,2011-11-18 14:52:00,20,1,166.08,4,2,1,7,Potential Loyal
17651,3945.0,10,3112,2011-11-28 10:29:00,2011-06-15 15:57:00,11,10,3945.0,5,5,5,15,VIP
17652,4867.72,12,2509,2011-11-14 12:55:00,2011-03-03 14:05:00,24,12,4867.72,4,5,5,14,VIP
17653,1207.56,4,1409,2011-11-03 12:46:00,2011-08-11 15:24:00,36,4,1207.56,3,4,4,11,Loyal
17654,117.55,1,41,2011-03-07 13:17:00,2011-03-07 13:17:00,276,1,117.55,1,2,1,4,Lost
17655,2638.94,7,1116,2011-11-29 11:34:00,2010-12-08 16:45:00,10,7,2638.94,5,5,5,15,VIP
17656,1674.69,5,1399,2011-09-27 13:04:00,2011-08-03 10:45:00,72,5,1674.69,2,4,4,10,Loyal
17658,595.42,2,616,2011-11-14 12:07:00,2011-05-12 15:23:00,25,2,595.42,4,3,3,10,Loyal
17659,2999.46,12,1525,2011-11-22 13:29:00,2010-12-02 16:46:00,16,12,2999.46,4,5,5,14,VIP
17660,178.75,1,121,2011-07-21 13:37:00,2011-07-21 13:37:00,140,1,178.75,2,2,1,5,At Risk
17663,1802.91,7,797,2011-11-14 08:56:00,2011-02-25 14:11:00,25,7,1802.91,4,5,4,13,VIP
17664,604.64,2,604,2011-11-21 11:29:00,2011-05-11 14:17:00,18,2,604.64,4,3,3,10,Loyal
17666,728.16,2,596,2011-12-06 09:06:00,2011-10-05 11:06:00,3,2,728.16,5,3,3,11,Loyal
17667,2055.51,5,1033,2011-10-04 14:32:00,2011-02-14 09:24:00,65,5,2055.51,3,4,5,12,Loyal
17668,347.75,2,93,2011-12-08 13:25:00,2011-11-01 14:45:00,0,2,347.75,5,3,2,10,Loyal
17669,3406.7200000000003,7,1916,2011-10-28 08:53:00,2011-04-04 10:11:00,42,7,3406.7200000000003,3,5,5,13,VIP
17670,205.7,1,110,2011-04-26 09:12:00,2011-04-26 09:12:00,227,1,205.7,1,2,1,4,Lost
17671,1572.71,4,772,2011-11-24 12:21:00,2010-12-09 14:27:00,15,4,1572.71,4,4,4,12,Loyal
17672,3178.17,2,1690,2011-10-20 14:18:00,2011-02-03 13:29:00,49,2,3178.17,3,3,5,11,Loyal
17673,1594.97,6,1462,2011-12-08 12:50:00,2011-01-23 15:16:00,1,6,1594.97,5,5,4,14,VIP
17674,551.04,2,672,2011-09-26 13:35:00,2010-12-06 10:20:00,73,2,551.04,2,3,3,8,Potential Loyal
17675,20374.28,31,8360,2011-12-08 18:03:00,2010-12-07 13:22:00,0,31,20374.28,5,5,5,15,VIP
17676,1371.18,6,922,2011-12-05 15:16:00,2010-12-08 13:49:00,3,6,1371.18,5,5,4,14,VIP
17677,16345.38,30,9772,2011-12-08 09:56:00,2010-12-06 08:42:00,1,30,16345.38,5,5,5,15,VIP
17678,298.11,1,207,2011-03-21 11:52:00,2011-03-21 11:52:00,263,1,298.11,1,2,2,5,At Risk
17679,1992.1100000000001,2,729,2011-10-18 07:43:00,2011-09-15 10:35:00,52,2,1992.1100000000001,3,3,4,10,Loyal
17680,184.4,1,96,2011-11-16 12:42:00,2011-11-16 12:42:00,23,1,184.4,4,2,1,7,Potential Loyal
17682,2474.33,6,1367,2011-11-29 15:59:00,2010-12-06 13:35:00,9,6,2474.33,5,5,5,15,VIP
17684,239.41,1,145,2011-10-27 11:10:00,2011-10-27 11:10:00,43,1,239.41,3,2,1,6,At Risk
17685,3155.83,7,1907,2011-11-23 11:36:00,2010-12-02 14:42:00,16,7,3155.83,4,5,5,14,VIP
17686,5739.46,7,2478,2011-12-02 15:39:00,2011-02-10 10:18:00,6,7,5739.46,5,5,5,15,VIP
17690,4726.8,15,1769,2011-11-09 15:17:00,2010-12-01 16:15:00,29,15,4726.8,4,5,5,14,VIP
17691,290.40000000000003,2,134,2010-12-16 17:20:00,2010-12-06 11:10:00,357,2,290.40000000000003,1,3,2,6,At Risk
17692,740.9399999999999,4,672,2011-08-04 14:01:00,2010-12-15 13:37:00,126,4,740.9399999999999,2,4,3,9,Potential Loyal
17693,200.47,1,231,2011-07-25 15:48:00,2011-07-25 15:48:00,136,1,200.47,2,2,1,5,At Risk
17694,283.12,1,184,2011-07-21 12:00:00,2011-07-21 12:00:00,141,1,283.12,2,2,2,6,At Risk
17695,765.34,2,779,2011-07-31 10:40:00,2011-06-21 12:35:00,131,2,765.34,2,3,3,8,Potential Loyal
17696,2285.71,8,1756,2011-11-01 13:43:00,2010-12-10 09:51:00,37,8,2285.71,3,5,5,13,VIP
17697,338.95,1,93,2011-04-17 15:40:00,2011-04-17 15:40:00,235,1,338.95,1,2,2,5,At Risk
17698,154.95,1,93,2011-03-24 11:34:00,2011-03-24 11:34:00,260,1,154.95,1,2,1,4,Lost
17700,2534.64,4,1266,2011-11-23 11:51:00,2011-03-03 16:34:00,16,4,2534.64,4,4,5,13,VIP
17701,417.95,1,109,2011-04-01 12:25:00,2011-04-01 12:25:00,252,1,417.95,1,2,2,5,At Risk
17702,1824.37,4,1353,2011-11-09 16:03:00,2011-05-17 16:23:00,29,4,1824.37,4,4,4,12,Loyal
17703,798.74,3,590,2011-11-04 15:51:00,2011-07-24 13:30:00,34,3,798.74,3,4,3,10,Loyal
17704,885.19,2,343,2011-06-24 09:40:00,2011-04-14 09:28:00,168,2,885.19,2,3,3,8,Potential Loyal
17705,1823.52,9,963,2011-12-06 13:45:00,2011-02-11 10:57:00,2,9,1823.52,5,5,4,14,VIP
17706,10504.49,17,3899,2011-12-05 13:34:00,2010-12-08 11:02:00,3,17,10504.49,5,5,5,15,VIP
17707,152.4,2,144,2011-06-07 15:03:00,2011-01-07 13:30:00,184,2,152.4,1,3,1,5,At Risk
17708,263.33,2,90,2011-06-05 10:12:00,2011-01-19 10:09:00,187,2,263.33,1,3,2,6,At Risk
17709,137.45,1,17,2011-06-23 11:55:00,2011-06-23 11:55:00,169,1,137.45,2,2,1,5,At Risk
17711,385.1,2,246,2011-11-29 11:40:00,2011-02-23 11:32:00,10,2,385.1,5,3,2,10,Loyal
17712,522.91,1,215,2011-10-26 12:28:00,2011-10-26 12:28:00,44,1,522.91,3,2,3,8,Potential Loyal
17714,153.0,1,92,2011-01-23 10:32:00,2011-01-23 10:32:00,320,1,153.0,1,2,1,4,Lost
17715,326.4,1,384,2011-05-23 12:32:00,2011-05-23 12:32:00,200,1,326.4,1,2,2,5,At Risk
17716,5655.99,11,3072,2011-11-17 12:00:00,2011-03-17 10:38:00,22,11,5655.99,4,5,5,14,VIP
17718,139.35,1,83,2011-04-21 13:39:00,2011-04-21 13:39:00,231,1,139.35,1,2,1,4,Lost
17719,5396.04,15,2466,2011-11-02 10:36:00,2011-03-29 11:29:00,37,15,5396.04,3,5,5,13,VIP
17720,1195.94,4,576,2011-11-13 15:04:00,2010-12-07 10:43:00,25,4,1195.94,4,4,4,12,Loyal
17722,2424.04,4,1595,2011-09-04 15:22:00,2010-12-08 12:41:00,95,4,2424.04,2,4,5,11,Loyal
17723,3276.4000000000005,6,792,2011-08-04 18:37:00,2011-05-09 14:44:00,126,6,3276.4000000000005,2,5,5,12,Loyal
17724,1033.0,3,300,2011-09-29 15:26:00,2011-07-24 13:26:00,70,3,1033.0,3,4,4,11,Loyal
17725,3439.08,11,2162,2011-11-23 16:34:00,2011-03-17 19:47:00,15,11,3439.08,4,5,5,14,VIP
17727,1060.25,1,645,2011-11-24 17:06:00,2011-11-24 17:06:00,14,1,1060.25,4,2,4,10,Loyal
17728,2876.01,3,1469,2011-12-06 08:52:00,2011-09-14 11:39:00,3,3,2876.01,5,4,5,14,VIP
17730,5298.4800000000005,13,3576,2011-12-06 15:43:00,2011-01-17 14:49:00,2,13,5298.4800000000005,5,5,5,15,VIP
17731,1240.11,4,493,2011-09-21 15:02:00,2011-06-09 14:18:00,78,4,1240.11,2,4,4,10,Loyal
17732,303.97,1,93,2010-12-02 09:29:00,2010-12-02 09:29:00,372,1,303.97,1,2,2,5,At Risk
17733,692.19,2,463,2011-11-01 08:16:00,2011-03-23 09:54:00,38,2,692.19,3,3,3,9,Potential Loyal
17734,700.63,3,422,2011-10-17 12:33:00,2011-04-20 10:04:00,53,3,700.63,3,4,3,10,Loyal
17735,13110.02,19,8439,2011-12-07 16:47:00,2010-12-07 10:32:00,1,19,13110.02,5,5,5,15,VIP
17736,377.44,3,238,2011-11-30 15:36:00,2011-08-18 14:33:00,8,3,377.44,5,4,2,11,Loyal
17737,168.24,2,108,2011-11-30 15:16:00,2011-10-12 14:42:00,8,2,168.24,5,3,1,9,Potential Loyal
17738,1879.05,4,1029,2011-11-20 15:05:00,2011-03-02 16:26:00,18,4,1879.05,4,4,4,12,Loyal
17739,2791.35,7,861,2011-11-28 09:12:00,2010-12-14 14:26:00,11,7,2791.35,5,5,5,15,VIP
17742,355.11,2,89,2011-08-18 15:28:00,2011-01-11 10:04:00,112,2,355.11,2,3,2,7,Potential Loyal
17744,2322.4,6,3412,2011-12-06 12:11:00,2010-12-16 14:17:00,3,6,2322.4,5,5,5,15,VIP
17746,110.25,1,29,2011-04-13 14:31:00,2011-04-13 14:31:00,239,1,110.25,1,2,1,4,Lost
17747,71.4,1,12,2011-08-19 08:13:00,2011-08-19 08:13:00,112,1,71.4,2,2,1,5,At Risk
17749,674.52,2,320,2011-06-14 15:45:00,2011-03-28 13:39:00,177,2,674.52,2,3,3,8,Potential Loyal
17750,1710.45,9,3747,2011-12-04 14:09:00,2011-06-28 15:44:00,4,9,1710.45,5,5,4,14,VIP
17752,80.64,1,192,2010-12-15 16:19:00,2010-12-15 16:19:00,358,1,80.64,1,2,1,4,Lost
17754,1664.65,5,1816,2011-12-09 11:20:00,2011-03-24 13:54:00,0,5,1664.65,5,4,4,13,VIP
17757,5593.39,30,3318,2011-12-08 15:31:00,2010-12-02 17:17:00,0,30,5593.39,5,5,5,15,VIP
17758,3408.2000000000003,8,2054,2011-11-20 14:45:00,2011-04-03 15:22:00,18,8,3408.2000000000003,4,5,5,14,VIP
17759,819.96,3,697,2011-11-22 16:02:00,2011-06-23 13:35:00,16,3,819.96,4,4,3,11,Loyal
17760,287.59,2,239,2011-11-18 10:56:00,2010-12-01 15:08:00,21,2,287.59,4,3,2,9,Potential Loyal
17761,712.78,1,398,2011-11-07 10:23:00,2011-11-07 10:23:00,32,1,712.78,4,2,3,9,Potential Loyal
17763,15.0,1,12,2011-03-21 14:25:00,2011-03-21 14:25:00,262,1,15.0,1,2,1,4,Lost
17764,772.55,2,351,2011-10-20 11:03:00,2011-05-12 16:11:00,50,2,772.55,3,3,3,9,Potential Loyal
17765,367.63,3,143,2011-07-04 12:41:00,2011-03-28 11:58:00,158,3,367.63,2,4,2,8,Potential Loyal
17767,271.2,1,128,2011-11-24 14:42:00,2011-11-24 14:42:00,14,1,271.2,4,2,2,8,Potential Loyal
17768,2081.9,3,1122,2011-12-01 13:22:00,2011-06-26 13:46:00,7,3,2081.9,5,4,5,14,VIP
17769,3957.43,10,1850,2011-11-27 11:18:00,2011-01-23 11:15:00,12,10,3957.43,5,5,5,15,VIP
17770,1143.27,5,365,2011-05-25 12:34:00,2011-03-02 13:35:00,198,5,1143.27,1,4,4,9,Potential Loyal
17771,245.81,2,287,2011-10-14 11:43:00,2011-01-20 14:13:00,56,2,245.81,3,3,1,7,Potential Loyal
17772,173.45,2,55,2011-11-29 11:05:00,2011-11-29 10:57:00,10,2,173.45,5,3,1,9,Potential Loyal
17774,1213.73,4,508,2011-09-04 12:49:00,2011-02-07 13:13:00,96,4,1213.73,2,4,4,10,Loyal
17775,56.4,1,72,2011-03-30 10:50:00,2011-03-30 10:50:00,254,1,56.4,1,2,1,4,Lost
17777,647.56,3,501,2011-11-15 12:02:00,2011-08-31 14:35:00,24,3,647.56,4,4,3,11,Loyal
17779,650.32,3,396,2011-11-18 14:15:00,2011-07-19 12:19:00,20,3,650.32,4,4,3,11,Loyal
17781,188.02,2,34,2011-07-03 16:00:00,2011-03-31 19:54:00,158,2,188.02,2,3,1,6,At Risk
17783,283.47,2,354,2011-09-28 16:07:00,2011-04-06 10:07:00,71,2,283.47,3,3,2,8,Potential Loyal
17785,131.94,1,67,2011-10-17 13:43:00,2011-10-17 13:43:00,52,1,131.94,3,2,1,6,At Risk
17786,266.85,2,195,2011-09-15 12:51:00,2011-01-26 14:35:00,84,2,266.85,2,3,2,7,Potential Loyal
17787,1817.54,4,896,2011-07-10 11:24:00,2010-12-03 13:43:00,152,4,1817.54,2,4,4,10,Loyal
17788,1117.9,2,211,2011-09-27 10:09:00,2011-08-02 10:38:00,73,2,1117.9,2,3,4,9,Potential Loyal
17789,225.9,1,74,2011-03-03 13:14:00,2011-03-03 13:14:00,280,1,225.9,1,2,1,4,Lost
17790,1964.3,14,835,2011-11-13 11:30:00,2010-12-10 10:47:00,26,14,1964.3,4,5,4,13,VIP
17791,106.1,1,46,2011-11-10 12:09:00,2011-11-10 12:09:00,29,1,106.1,4,2,1,7,Potential Loyal
17793,300.34,1,226,2011-11-14 14:24:00,2011-11-14 14:24:00,24,1,300.34,4,2,2,8,Potential Loyal
17795,342.83,2,305,2011-06-13 12:36:00,2011-03-20 12:02:00,179,2,342.83,1,3,2,6,At Risk
17796,690.0,4,176,2011-10-30 15:38:00,2010-12-05 12:23:00,39,4,690.0,3,4,3,10,Loyal
17797,780.43,3,498,2011-11-17 13:21:00,2011-06-10 11:29:00,21,3,780.43,4,4,3,11,Loyal
17799,3039.17,10,1753,2011-11-17 15:16:00,2010-12-13 13:10:00,21,10,3039.17,4,5,5,14,VIP
17800,1187.21,9,732,2011-11-02 12:57:00,2011-01-09 13:50:00,36,9,1187.21,3,5,4,12,Loyal
17802,1285.04,3,752,2011-09-18 14:56:00,2010-12-02 13:44:00,81,3,1285.04,2,4,4,10,Loyal
17805,512.31,1,478,2011-09-27 11:49:00,2011-09-27 11:49:00,73,1,512.31,2,2,3,7,Potential Loyal
17806,546.04,1,727,2011-11-28 14:12:00,2011-11-28 14:12:00,10,1,546.04,5,2,3,10,Loyal
17809,5411.91,12,2057,2011-11-23 12:59:00,2010-12-01 09:41:00,15,12,5411.91,4,5,5,14,VIP
17811,7761.82,39,4146,2011-12-05 13:46:00,2011-01-10 10:58:00,3,39,7761.82,5,5,5,15,VIP
17812,699.81,4,329,2011-11-27 11:47:00,2010-12-06 15:27:00,12,4,699.81,5,4,3,12,Loyal
17813,1698.07,5,752,2011-11-25 16:13:00,2011-09-29 15:57:00,13,5,1698.07,4,4,4,12,Loyal
17816,36.56,4,30,2011-11-03 11:34:00,2010-12-09 14:10:00,36,4,36.56,3,4,1,8,Potential Loyal
17817,387.68,3,67,2011-12-05 14:39:00,2011-03-07 17:30:00,3,3,387.68,5,4,2,11,Loyal
17819,3704.87,7,1031,2011-09-29 10:52:00,2010-12-03 14:26:00,71,7,3704.87,3,5,5,13,VIP
17824,298.4,1,408,2011-10-19 14:14:00,2011-10-19 14:14:00,50,1,298.4,3,2,2,7,Potential Loyal
17827,1987.33,5,1240,2011-12-04 15:00:00,2010-12-10 10:18:00,4,5,1987.33,5,4,4,13,VIP
17828,1820.09,4,667,2011-11-17 08:41:00,2011-06-08 08:31:00,22,4,1820.09,4,4,4,12,Loyal
17829,889.24,1,496,2011-02-14 12:46:00,2011-02-14 12:46:00,298,1,889.24,1,2,3,6,At Risk
17830,398.7,3,92,2011-12-08 12:28:00,2011-02-24 10:15:00,1,3,398.7,5,4,2,11,Loyal
17831,35.400000000000006,1,12,2011-11-06 15:09:00,2011-11-06 15:09:00,32,1,35.400000000000006,4,2,1,7,Potential Loyal
17832,155.37,1,208,2011-10-21 11:43:00,2011-10-21 11:43:00,49,1,155.37,3,2,1,6,At Risk
17835,342.24,3,344,2011-12-07 11:48:00,2011-11-16 16:30:00,2,3,342.24,5,4,2,11,Loyal
17836,110.21000000000001,1,88,2011-10-23 16:13:00,2011-10-23 16:13:00,46,1,110.21000000000001,3,2,1,6,At Risk
17837,1541.23,8,510,2011-10-28 16:13:00,2011-06-29 16:44:00,41,8,1541.23,3,5,4,12,Loyal
17838,2720.8,5,1831,2011-11-13 11:20:00,2010-12-02 15:55:00,26,5,2720.8,4,4,5,13,VIP
17839,318.15,1,257,2011-10-28 17:27:00,2011-10-28 17:27:00,41,1,318.15,3,2,2,7,Potential Loyal
17841,40519.84,124,22834,2011-12-08 12:07:00,2010-12-01 14:41:00,1,124,40519.84,5,5,5,15,VIP
17843,205.48,1,113,2011-02-09 15:33:00,2011-02-09 15:33:00,302,1,205.48,1,2,1,4,Lost
