CustomerID,TotalSpent,TotalOrders,TotalQuantity,LastPurchase,FirstPurchase,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,AverageOrderValue,CustomerLifetime,Churn
17679,1992.1100000000001,2,729,2011-10-18 07:43:00,2011-09-15 10:35:00,52,2,1992.1100000000001,3,3,4,10,Loyal,996.0550000000001,32,0
17680,184.4,1,96,2011-11-16 12:42:00,2011-11-16 12:42:00,23,1,184.4,4,2,1,7,Potential Loyal,184.4,0,0
17682,2474.33,6,1367,2011-11-29 15:59:00,2010-12-06 13:35:00,9,6,2474.33,5,5,5,15,VIP,412.3883333333333,358,0
17684,239.41,1,145,2011-10-27 11:10:00,2011-10-27 11:10:00,43,1,239.41,3,2,1,6,At Risk,239.41,0,0
17685,3155.83,7,1907,2011-11-23 11:36:00,2010-12-02 14:42:00,16,7,3155.83,4,5,5,14,VIP,450.8328571428571,355,0
17686,5739.46,7,2478,2011-12-02 15:39:00,2011-02-10 10:18:00,6,7,5739.46,5,5,5,15,VIP,819.9228571428572,295,0
17690,4726.8,15,1769,2011-11-09 15:17:00,2010-12-01 16:15:00,29,15,4726.8,4,5,5,14,VIP,315.12,342,0
17691,290.40000000000003,2,134,2010-12-16 17:20:00,2010-12-06 11:10:00,357,2,290.40000000000003,1,3,2,6,At Risk,145.20000000000002,10,1
17692,740.9399999999999,4,672,2011-08-04 14:01:00,2010-12-15 13:37:00,126,4,740.9399999999999,2,4,3,9,Potential Loyal,185.23499999999999,232,1
17693,200.47,1,231,2011-07-25 15:48:00,2011-07-25 15:48:00,136,1,200.47,2,2,1,5,At Risk,200.47,0,1
17694,283.12,1,184,2011-07-21 12:00:00,2011-07-21 12:00:00,141,1,283.12,2,2,2,6,At Risk,283.12,0,1
17695,765.34,2,779,2011-07-31 10:40:00,2011-06-21 12:35:00,131,2,765.34,2,3,3,8,Potential Loyal,382.67,39,1
17696,2285.71,8,1756,2011-11-01 13:43:00,2010-12-10 09:51:00,37,8,2285.71,3,5,5,13,VIP,285.71375,326,0
17697,338.95,1,93,2011-04-17 15:40:00,2011-04-17 15:40:00,235,1,338.95,1,2,2,5,At Risk,338.95,0,1
17698,154.95,1,93,2011-03-24 11:34:00,2011-03-24 11:34:00,260,1,154.95,1,2,1,4,Lost,154.95,0,1
17700,2534.64,4,1266,2011-11-23 11:51:00,2011-03-03 16:34:00,16,4,2534.64,4,4,5,13,VIP,633.66,264,0
17701,417.95,1,109,2011-04-01 12:25:00,2011-04-01 12:25:00,252,1,417.95,1,2,2,5,At Risk,417.95,0,1
17702,1824.37,4,1353,2011-11-09 16:03:00,2011-05-17 16:23:00,29,4,1824.37,4,4,4,12,Loyal,456.0925,175,0
17703,798.74,3,590,2011-11-04 15:51:00,2011-07-24 13:30:00,34,3,798.74,3,4,3,10,Loyal,266.24666666666667,103,0
17704,885.19,2,343,2011-06-24 09:40:00,2011-04-14 09:28:00,168,2,885.19,2,3,3,8,Potential Loyal,442.595,71,1
17705,1823.52,9,963,2011-12-06 13:45:00,2011-02-11 10:57:00,2,9,1823.52,5,5,4,14,VIP,202.61333333333334,298,0
17706,10504.49,17,3899,2011-12-05 13:34:00,2010-12-08 11:02:00,3,17,10504.49,5,5,5,15,VIP,617.9111764705882,362,0
17707,152.4,2,144,2011-06-07 15:03:00,2011-01-07 13:30:00,184,2,152.4,1,3,1,5,At Risk,76.2,151,1
17708,263.33,2,90,2011-06-05 10:12:00,2011-01-19 10:09:00,187,2,263.33,1,3,2,6,At Risk,131.665,137,1
17709,137.45,1,17,2011-06-23 11:55:00,2011-06-23 11:55:00,169,1,137.45,2,2,1,5,At Risk,137.45,0,1
17711,385.1,2,246,2011-11-29 11:40:00,2011-02-23 11:32:00,10,2,385.1,5,3,2,10,Loyal,192.55,279,0
17712,522.91,1,215,2011-10-26 12:28:00,2011-10-26 12:28:00,44,1,522.91,3,2,3,8,Potential Loyal,522.91,0,0
17714,153.0,1,92,2011-01-23 10:32:00,2011-01-23 10:32:00,320,1,153.0,1,2,1,4,Lost,153.0,0,1
17715,326.4,1,384,2011-05-23 12:32:00,2011-05-23 12:32:00,200,1,326.4,1,2,2,5,At Risk,326.4,0,1
17716,5655.99,11,3072,2011-11-17 12:00:00,2011-03-17 10:38:00,22,11,5655.99,4,5,5,14,VIP,514.180909090909,245,0
17718,139.35,1,83,2011-04-21 13:39:00,2011-04-21 13:39:00,231,1,139.35,1,2,1,4,Lost,139.35,0,1
17719,5396.04,15,2466,2011-11-02 10:36:00,2011-03-29 11:29:00,37,15,5396.04,3,5,5,13,VIP,359.736,217,0
17720,1195.94,4,576,2011-11-13 15:04:00,2010-12-07 10:43:00,25,4,1195.94,4,4,4,12,Loyal,298.985,341,0
17722,2424.04,4,1595,2011-09-04 15:22:00,2010-12-08 12:41:00,95,4,2424.04,2,4,5,11,Loyal,606.01,270,1
17723,3276.4000000000005,6,792,2011-08-04 18:37:00,2011-05-09 14:44:00,126,6,3276.4000000000005,2,5,5,12,Loyal,546.0666666666667,87,1
17724,1033.0,3,300,2011-09-29 15:26:00,2011-07-24 13:26:00,70,3,1033.0,3,4,4,11,Loyal,344.3333333333333,67,0
17725,3439.08,11,2162,2011-11-23 16:34:00,2011-03-17 19:47:00,15,11,3439.08,4,5,5,14,VIP,312.64363636363635,250,0
17727,1060.25,1,645,2011-11-24 17:06:00,2011-11-24 17:06:00,14,1,1060.25,4,2,4,10,Loyal,1060.25,0,0
17728,2876.01,3,1469,2011-12-06 08:52:00,2011-09-14 11:39:00,3,3,2876.01,5,4,5,14,VIP,958.6700000000001,82,0
17730,5298.4800000000005,13,3576,2011-12-06 15:43:00,2011-01-17 14:49:00,2,13,5298.4800000000005,5,5,5,15,VIP,407.5753846153847,323,0
17731,1240.11,4,493,2011-09-21 15:02:00,2011-06-09 14:18:00,78,4,1240.11,2,4,4,10,Loyal,310.0275,104,0
17732,303.97,1,93,2010-12-02 09:29:00,2010-12-02 09:29:00,372,1,303.97,1,2,2,5,At Risk,303.97,0,1
17733,692.19,2,463,2011-11-01 08:16:00,2011-03-23 09:54:00,38,2,692.19,3,3,3,9,Potential Loyal,346.095,222,0
17734,700.63,3,422,2011-10-17 12:33:00,2011-04-20 10:04:00,53,3,700.63,3,4,3,10,Loyal,233.54333333333332,180,0
17735,13110.02,19,8439,2011-12-07 16:47:00,2010-12-07 10:32:00,1,19,13110.02,5,5,5,15,VIP,690.001052631579,365,0
17736,377.44,3,238,2011-11-30 15:36:00,2011-08-18 14:33:00,8,3,377.44,5,4,2,11,Loyal,125.81333333333333,104,0
17737,168.24,2,108,2011-11-30 15:16:00,2011-10-12 14:42:00,8,2,168.24,5,3,1,9,Potential Loyal,84.12,49,0
17738,1879.05,4,1029,2011-11-20 15:05:00,2011-03-02 16:26:00,18,4,1879.05,4,4,4,12,Loyal,469.7625,262,0
17739,2791.35,7,861,2011-11-28 09:12:00,2010-12-14 14:26:00,11,7,2791.35,5,5,5,15,VIP,398.7642857142857,348,0
17742,355.11,2,89,2011-08-18 15:28:00,2011-01-11 10:04:00,112,2,355.11,2,3,2,7,Potential Loyal,177.555,219,1
17744,2322.4,6,3412,2011-12-06 12:11:00,2010-12-16 14:17:00,3,6,2322.4,5,5,5,15,VIP,387.06666666666666,354,0
17746,110.25,1,29,2011-04-13 14:31:00,2011-04-13 14:31:00,239,1,110.25,1,2,1,4,Lost,110.25,0,1
17747,71.4,1,12,2011-08-19 08:13:00,2011-08-19 08:13:00,112,1,71.4,2,2,1,5,At Risk,71.4,0,1
17749,674.52,2,320,2011-06-14 15:45:00,2011-03-28 13:39:00,177,2,674.52,2,3,3,8,Potential Loyal,337.26,78,1
17750,1710.45,9,3747,2011-12-04 14:09:00,2011-06-28 15:44:00,4,9,1710.45,5,5,4,14,VIP,190.05,158,0
17752,80.64,1,192,2010-12-15 16:19:00,2010-12-15 16:19:00,358,1,80.64,1,2,1,4,Lost,80.64,0,1
17754,1664.65,5,1816,2011-12-09 11:20:00,2011-03-24 13:54:00,0,5,1664.65,5,4,4,13,VIP,332.93,259,0
17757,5593.39,30,3318,2011-12-08 15:31:00,2010-12-02 17:17:00,0,30,5593.39,5,5,5,15,VIP,186.44633333333334,370,0
17758,3408.2000000000003,8,2054,2011-11-20 14:45:00,2011-04-03 15:22:00,18,8,3408.2000000000003,4,5,5,14,VIP,426.02500000000003,230,0
17759,819.96,3,697,2011-11-22 16:02:00,2011-06-23 13:35:00,16,3,819.96,4,4,3,11,Loyal,273.32,152,0
17760,287.59,2,239,2011-11-18 10:56:00,2010-12-01 15:08:00,21,2,287.59,4,3,2,9,Potential Loyal,143.795,351,0
17761,712.78,1,398,2011-11-07 10:23:00,2011-11-07 10:23:00,32,1,712.78,4,2,3,9,Potential Loyal,712.78,0,0
17763,15.0,1,12,2011-03-21 14:25:00,2011-03-21 14:25:00,262,1,15.0,1,2,1,4,Lost,15.0,0,1
17764,772.55,2,351,2011-10-20 11:03:00,2011-05-12 16:11:00,50,2,772.55,3,3,3,9,Potential Loyal,386.275,160,0
17765,367.63,3,143,2011-07-04 12:41:00,2011-03-28 11:58:00,158,3,367.63,2,4,2,8,Potential Loyal,122.54333333333334,98,1
17767,271.2,1,128,2011-11-24 14:42:00,2011-11-24 14:42:00,14,1,271.2,4,2,2,8,Potential Loyal,271.2,0,0
17768,2081.9,3,1122,2011-12-01 13:22:00,2011-06-26 13:46:00,7,3,2081.9,5,4,5,14,VIP,693.9666666666667,157,0
17769,3957.43,10,1850,2011-11-27 11:18:00,2011-01-23 11:15:00,12,10,3957.43,5,5,5,15,VIP,395.743,308,0
17770,1143.27,5,365,2011-05-25 12:34:00,2011-03-02 13:35:00,198,5,1143.27,1,4,4,9,Potential Loyal,228.654,83,1
17771,245.81,2,287,2011-10-14 11:43:00,2011-01-20 14:13:00,56,2,245.81,3,3,1,7,Potential Loyal,122.905,266,0
17772,173.45,2,55,2011-11-29 11:05:00,2011-11-29 10:57:00,10,2,173.45,5,3,1,9,Potential Loyal,86.725,0,0
17774,1213.73,4,508,2011-09-04 12:49:00,2011-02-07 13:13:00,96,4,1213.73,2,4,4,10,Loyal,303.4325,208,1
17775,56.4,1,72,2011-03-30 10:50:00,2011-03-30 10:50:00,254,1,56.4,1,2,1,4,Lost,56.4,0,1
17777,647.56,3,501,2011-11-15 12:02:00,2011-08-31 14:35:00,24,3,647.56,4,4,3,11,Loyal,215.85333333333332,75,0
17779,650.32,3,396,2011-11-18 14:15:00,2011-07-19 12:19:00,20,3,650.32,4,4,3,11,Loyal,216.77333333333334,122,0
17781,188.02,2,34,2011-07-03 16:00:00,2011-03-31 19:54:00,158,2,188.02,2,3,1,6,At Risk,94.01,93,1
17783,283.47,2,354,2011-09-28 16:07:00,2011-04-06 10:07:00,71,2,283.47,3,3,2,8,Potential Loyal,141.735,175,0
17785,131.94,1,67,2011-10-17 13:43:00,2011-10-17 13:43:00,52,1,131.94,3,2,1,6,At Risk,131.94,0,0
17786,266.85,2,195,2011-09-15 12:51:00,2011-01-26 14:35:00,84,2,266.85,2,3,2,7,Potential Loyal,133.425,231,0
17787,1817.54,4,896,2011-07-10 11:24:00,2010-12-03 13:43:00,152,4,1817.54,2,4,4,10,Loyal,454.385,218,1
17788,1117.9,2,211,2011-09-27 10:09:00,2011-08-02 10:38:00,73,2,1117.9,2,3,4,9,Potential Loyal,558.95,55,0
17789,225.9,1,74,2011-03-03 13:14:00,2011-03-03 13:14:00,280,1,225.9,1,2,1,4,Lost,225.9,0,1
17790,1964.3,14,835,2011-11-13 11:30:00,2010-12-10 10:47:00,26,14,1964.3,4,5,4,13,VIP,140.30714285714285,338,0
17791,106.1,1,46,2011-11-10 12:09:00,2011-11-10 12:09:00,29,1,106.1,4,2,1,7,Potential Loyal,106.1,0,0
17793,300.34,1,226,2011-11-14 14:24:00,2011-11-14 14:24:00,24,1,300.34,4,2,2,8,Potential Loyal,300.34,0,0
17795,342.83,2,305,2011-06-13 12:36:00,2011-03-20 12:02:00,179,2,342.83,1,3,2,6,At Risk,171.415,85,1
17796,690.0,4,176,2011-10-30 15:38:00,2010-12-05 12:23:00,39,4,690.0,3,4,3,10,Loyal,172.5,329,0
17797,780.43,3,498,2011-11-17 13:21:00,2011-06-10 11:29:00,21,3,780.43,4,4,3,11,Loyal,260.1433333333333,160,0
17799,3039.17,10,1753,2011-11-17 15:16:00,2010-12-13 13:10:00,21,10,3039.17,4,5,5,14,VIP,303.91700000000003,339,0
17800,1187.21,9,732,2011-11-02 12:57:00,2011-01-09 13:50:00,36,9,1187.21,3,5,4,12,Loyal,131.91222222222223,296,0
17802,1285.04,3,752,2011-09-18 14:56:00,2010-12-02 13:44:00,81,3,1285.04,2,4,4,10,Loyal,428.34666666666664,290,0
17805,512.31,1,478,2011-09-27 11:49:00,2011-09-27 11:49:00,73,1,512.31,2,2,3,7,Potential Loyal,512.31,0,0
17806,546.04,1,727,2011-11-28 14:12:00,2011-11-28 14:12:00,10,1,546.04,5,2,3,10,Loyal,546.04,0,0
17809,5411.91,12,2057,2011-11-23 12:59:00,2010-12-01 09:41:00,15,12,5411.91,4,5,5,14,VIP,450.9925,357,0
17811,7761.82,39,4146,2011-12-05 13:46:00,2011-01-10 10:58:00,3,39,7761.82,5,5,5,15,VIP,199.02102564102563,329,0
17812,699.81,4,329,2011-11-27 11:47:00,2010-12-06 15:27:00,12,4,699.81,5,4,3,12,Loyal,174.9525,355,0
17813,1698.07,5,752,2011-11-25 16:13:00,2011-09-29 15:57:00,13,5,1698.07,4,4,4,12,Loyal,339.614,57,0
17816,36.56,4,30,2011-11-03 11:34:00,2010-12-09 14:10:00,36,4,36.56,3,4,1,8,Potential Loyal,9.14,328,0
17817,387.68,3,67,2011-12-05 14:39:00,2011-03-07 17:30:00,3,3,387.68,5,4,2,11,Loyal,129.22666666666666,272,0
17819,3704.87,7,1031,2011-09-29 10:52:00,2010-12-03 14:26:00,71,7,3704.87,3,5,5,13,VIP,529.2671428571429,299,0
17824,298.4,1,408,2011-10-19 14:14:00,2011-10-19 14:14:00,50,1,298.4,3,2,2,7,Potential Loyal,298.4,0,0
17827,1987.33,5,1240,2011-12-04 15:00:00,2010-12-10 10:18:00,4,5,1987.33,5,4,4,13,VIP,397.466,359,0
17828,1820.09,4,667,2011-11-17 08:41:00,2011-06-08 08:31:00,22,4,1820.09,4,4,4,12,Loyal,455.0225,162,0
17829,889.24,1,496,2011-02-14 12:46:00,2011-02-14 12:46:00,298,1,889.24,1,2,3,6,At Risk,889.24,0,1
17830,398.7,3,92,2011-12-08 12:28:00,2011-02-24 10:15:00,1,3,398.7,5,4,2,11,Loyal,132.9,287,0
17831,35.400000000000006,1,12,2011-11-06 15:09:00,2011-11-06 15:09:00,32,1,35.400000000000006,4,2,1,7,Potential Loyal,35.400000000000006,0,0
17832,155.37,1,208,2011-10-21 11:43:00,2011-10-21 11:43:00,49,1,155.37,3,2,1,6,At Risk,155.37,0,0
17835,342.24,3,344,2011-12-07 11:48:00,2011-11-16 16:30:00,2,3,342.24,5,4,2,11,Loyal,114.08,20,0
17836,110.21000000000001,1,88,2011-10-23 16:13:00,2011-10-23 16:13:00,46,1,110.21000000000001,3,2,1,6,At Risk,110.21000000000001,0,0
17837,1541.23,8,510,2011-10-28 16:13:00,2011-06-29 16:44:00,41,8,1541.23,3,5,4,12,Loyal,192.65375,120,0
17838,2720.8,5,1831,2011-11-13 11:20:00,2010-12-02 15:55:00,26,5,2720.8,4,4,5,13,VIP,544.1600000000001,345,0
17839,318.15,1,257,2011-10-28 17:27:00,2011-10-28 17:27:00,41,1,318.15,3,2,2,7,Potential Loyal,318.15,0,0
17841,40519.84,124,22834,2011-12-08 12:07:00,2010-12-01 14:41:00,1,124,40519.84,5,5,5,15,VIP,326.77290322580643,371,0
17843,205.48,1,113,2011-02-09 15:33:00,2011-02-09 15:33:00,302,1,205.48,1,2,1,4,Lost,205.48,0,1
17844,51.559999999999995,1,52,2011-08-25 11:27:00,2011-08-25 11:27:00,106,1,51.559999999999995,2,2,1,5,At Risk,51.559999999999995,0,1
17846,2033.1,1,1,2011-09-15 15:20:00,2011-09-15 15:20:00,84,1,2033.1,2,2,4,8,Potential Loyal,2033.1,0,0
17848,901.1999999999999,9,398,2011-09-19 16:49:00,2010-12-16 18:38:00,80,9,901.1999999999999,2,5,3,10,Loyal,100.13333333333333,276,0
17849,605.8000000000001,4,114,2011-05-05 13:46:00,2011-01-10 11:59:00,217,4,605.8000000000001,1,4,3,8,Potential Loyal,151.45000000000002,115,1
17850,5391.21,34,1733,2010-12-02 15:27:00,2010-12-01 08:26:00,371,34,5391.21,1,5,5,11,Loyal,158.565,1,1
17852,114.34,2,53,2011-11-28 12:36:00,2011-11-28 12:31:00,11,2,114.34,5,3,1,9,Potential Loyal,57.17,0,0
17854,311.26,2,84,2011-06-07 16:21:00,2011-04-26 16:53:00,184,2,311.26,1,3,2,6,At Risk,155.63,41,1
17855,208.97,1,197,2010-12-02 09:44:00,2010-12-02 09:44:00,372,1,208.97,1,2,1,4,Lost,208.97,0,1
17856,1418.03,4,842,2011-12-08 09:40:00,2011-03-03 11:40:00,1,4,1418.03,5,4,4,13,VIP,354.5075,279,0
17857,26879.04,23,19256,2011-12-05 13:13:00,2010-12-09 11:35:00,3,23,26879.04,5,5,5,15,VIP,1168.6539130434783,361,0
17858,5140.66,12,2694,2011-12-04 11:56:00,2010-12-05 13:08:00,5,12,5140.66,5,5,5,15,VIP,428.3883333333333,363,0
17859,141.92000000000002,1,102,2011-02-08 10:32:00,2011-02-08 10:32:00,304,1,141.92000000000002,1,2,1,4,Lost,141.92000000000002,0,1
17860,226.45000000000002,1,93,2010-12-06 12:41:00,2010-12-06 12:41:00,368,1,226.45000000000002,1,2,1,4,Lost,226.45000000000002,0,1
17861,2097.88,8,1985,2011-12-06 16:21:00,2011-01-24 11:34:00,2,8,2097.88,5,5,5,15,VIP,262.235,316,0
17862,330.9,1,100,2011-01-20 12:23:00,2011-01-20 12:23:00,323,1,330.9,1,2,2,5,At Risk,330.9,0,1
17863,3160.0,6,2638,2011-10-11 13:45:00,2010-12-05 13:21:00,58,6,3160.0,3,5,5,13,VIP,526.6666666666666,310,0
17864,554.85,3,706,2011-11-27 11:15:00,2011-03-09 11:44:00,12,3,554.85,5,4,3,12,Loyal,184.95000000000002,262,0
17865,10526.32,20,5757,2011-11-09 12:08:00,2010-12-10 14:53:00,30,20,10526.32,4,5,5,14,VIP,526.316,333,0
17866,329.65,1,174,2011-07-20 11:07:00,2011-07-20 11:07:00,142,1,329.65,2,2,2,6,At Risk,329.65,0,1
17867,1157.8700000000001,6,508,2011-11-09 14:15:00,2011-02-24 12:25:00,29,6,1157.8700000000001,4,5,4,13,VIP,192.97833333333335,258,0
17869,428.18,5,111,2011-08-24 16:16:00,2010-12-06 17:16:00,106,5,428.18,2,4,2,8,Potential Loyal,85.636,260,1
17870,1865.89,12,1351,2011-12-07 15:07:00,2010-12-08 08:12:00,1,12,1865.89,5,5,4,14,VIP,155.49083333333334,364,0
17871,155.9,1,182,2011-05-19 11:32:00,2011-05-19 11:32:00,204,1,155.9,1,2,1,4,Lost,155.9,0,1
17873,1848.96,5,1035,2011-09-20 16:41:00,2010-12-01 14:54:00,79,5,1848.96,2,4,4,10,Loyal,369.79200000000003,293,0
17874,683.46,6,221,2011-06-07 12:54:00,2011-03-29 11:25:00,184,6,683.46,1,5,3,9,Potential Loyal,113.91000000000001,70,1
17877,237.61,1,98,2011-06-22 13:00:00,2011-06-22 13:00:00,169,1,237.61,2,2,1,5,At Risk,237.61,0,1
17878,379.45,1,401,2011-10-27 11:24:00,2011-10-27 11:24:00,43,1,379.45,3,2,2,7,Potential Loyal,379.45,0,0
17879,178.51999999999998,1,45,2011-06-19 12:36:00,2011-06-19 12:36:00,173,1,178.51999999999998,2,2,1,5,At Risk,178.51999999999998,0,1
17880,458.92,1,314,2010-12-10 10:21:00,2010-12-10 10:21:00,364,1,458.92,1,2,2,5,At Risk,458.92,0,1
17881,133.35000000000002,1,32,2011-02-08 17:16:00,2011-02-08 17:16:00,303,1,133.35000000000002,1,2,1,4,Lost,133.35000000000002,0,1
17883,664.34,4,374,2011-12-06 17:49:00,2011-04-07 19:16:00,2,4,664.34,5,4,3,12,Loyal,166.085,242,0
17884,695.0699999999999,4,817,2011-12-06 11:33:00,2010-12-03 12:11:00,3,4,695.0699999999999,5,4,3,12,Loyal,173.76749999999998,367,0
17885,156.34,1,110,2011-11-27 14:40:00,2011-11-27 14:40:00,11,1,156.34,5,2,1,8,Potential Loyal,156.34,0,0
17886,869.28,3,469,2011-11-08 10:09:00,2011-04-04 12:34:00,31,3,869.28,4,4,3,11,Loyal,289.76,217,0
17887,111.35,1,30,2011-08-02 17:29:00,2011-08-02 17:29:00,128,1,111.35,2,2,1,5,At Risk,111.35,0,1
17888,716.0,8,973,2011-11-18 13:45:00,2010-12-17 13:56:00,20,8,716.0,4,5,3,12,Loyal,89.5,335,0
17889,201.37,2,77,2011-05-11 16:26:00,2011-01-21 17:14:00,211,2,201.37,1,3,1,5,At Risk,100.685,109,1
17890,586.89,2,402,2011-01-21 11:19:00,2010-12-13 15:12:00,322,2,586.89,1,3,3,7,Potential Loyal,293.445,38,1
17891,203.85999999999999,1,393,2011-06-30 20:08:00,2011-06-30 20:08:00,161,1,203.85999999999999,2,2,1,5,At Risk,203.85999999999999,0,1
17892,244.1,3,109,2011-10-14 16:49:00,2011-07-07 12:56:00,55,3,244.1,3,4,1,8,Potential Loyal,81.36666666666666,99,0
17893,107.21,1,149,2011-04-28 13:50:00,2011-04-28 13:50:00,224,1,107.21,1,2,1,4,Lost,107.21,0,1
17894,1118.96,8,404,2011-09-29 09:23:00,2010-12-08 14:50:00,71,8,1118.96,3,5,4,12,Loyal,139.87,294,0
17895,95.45,1,127,2011-10-26 17:00:00,2011-10-26 17:00:00,43,1,95.45,3,2,1,6,At Risk,95.45,0,0
17896,256.32,1,288,2011-11-16 13:59:00,2011-11-16 13:59:00,22,1,256.32,4,2,2,8,Potential Loyal,256.32,0,0
17897,541.8100000000001,3,222,2011-06-20 11:23:00,2010-12-01 12:31:00,172,3,541.8100000000001,2,4,3,9,Potential Loyal,180.60333333333335,200,1
17898,152.06,2,190,2011-09-15 14:56:00,2011-05-16 17:13:00,84,2,152.06,2,3,1,6,At Risk,76.03,121,0
17899,154.55,1,170,2011-07-03 14:58:00,2011-07-03 14:58:00,158,1,154.55,2,2,1,5,At Risk,154.55,0,1
17900,112.19999999999999,2,73,2011-06-02 14:38:00,2011-06-02 14:28:00,189,2,112.19999999999999,1,3,1,5,At Risk,56.099999999999994,0,1
17901,110.38,1,24,2011-11-10 17:29:00,2011-11-10 17:29:00,28,1,110.38,4,2,1,7,Potential Loyal,110.38,0,0
17904,181.07,1,59,2011-11-18 12:57:00,2011-11-18 12:57:00,20,1,181.07,4,2,1,7,Potential Loyal,181.07,0,0
17905,798.99,4,406,2011-09-29 17:33:00,2010-12-01 13:21:00,70,4,798.99,3,4,3,10,Loyal,199.7475,302,0
17906,72.9,1,26,2011-04-06 17:25:00,2011-04-06 17:25:00,246,1,72.9,1,2,1,4,Lost,72.9,0,1
17908,232.03,1,169,2010-12-01 11:45:00,2010-12-01 11:45:00,373,1,232.03,1,2,1,4,Lost,232.03,0,1
17911,366.23,1,223,2011-11-30 14:52:00,2011-11-30 14:52:00,8,1,366.23,5,2,2,9,Potential Loyal,366.23,0,0
17912,310.06,5,184,2011-02-02 14:25:00,2010-12-10 11:11:00,309,5,310.06,1,4,2,7,Potential Loyal,62.012,54,1
17913,408.65,2,288,2011-10-12 10:45:00,2010-12-19 11:35:00,58,2,408.65,3,3,2,8,Potential Loyal,204.325,296,0
17914,329.36,1,457,2011-12-06 11:58:00,2011-12-06 11:58:00,3,1,329.36,5,2,2,9,Potential Loyal,329.36,0,0
17917,335.03,3,184,2011-10-25 13:20:00,2010-12-12 12:08:00,44,3,335.03,3,4,2,9,Potential Loyal,111.67666666666666,317,0
17919,1304.04,1,756,2011-09-12 13:41:00,2011-09-12 13:41:00,87,1,1304.04,2,2,4,8,Potential Loyal,1304.04,0,0
17920,4119.5,17,2473,2011-12-05 14:29:00,2010-12-01 11:49:00,3,17,4119.5,5,5,5,15,VIP,242.3235294117647,369,0
17921,820.23,4,425,2011-10-06 18:56:00,2011-03-18 13:19:00,63,4,820.23,3,4,3,10,Loyal,205.0575,202,0
17923,207.50000000000003,1,50,2011-03-02 15:15:00,2011-03-02 15:15:00,281,1,207.50000000000003,1,2,1,4,Lost,207.50000000000003,0,1
17924,2962.5,7,1160,2011-11-28 09:11:00,2010-12-01 10:51:00,11,7,2962.5,5,5,5,15,VIP,423.2142857142857,361,0
17925,244.08,1,72,2010-12-02 10:10:00,2010-12-02 10:10:00,372,1,244.08,1,2,1,4,Lost,244.08,0,1
17926,397.29,2,306,2011-07-29 14:39:00,2011-05-20 09:24:00,132,2,397.29,2,3,2,7,Potential Loyal,198.645,70,1
17928,212.54,2,140,2011-10-25 13:52:00,2011-04-07 18:03:00,44,2,212.54,3,3,1,7,Potential Loyal,106.27,200,0
17929,843.0,4,108,2011-11-28 16:01:00,2011-02-04 11:40:00,10,4,843.0,5,4,3,12,Loyal,210.75,297,0
17930,1740.48,5,1594,2011-11-04 10:23:00,2011-04-14 15:46:00,35,5,1740.48,3,4,4,11,Loyal,348.096,203,0
17931,408.36,2,249,2011-07-28 18:33:00,2011-03-29 12:31:00,133,2,408.36,2,3,2,7,Potential Loyal,204.18,121,1
17932,1331.57,3,789,2011-11-10 19:49:00,2011-05-12 13:58:00,28,3,1331.57,4,4,4,12,Loyal,443.8566666666666,182,0
17934,704.25,2,478,2011-10-19 11:16:00,2011-10-12 10:50:00,51,2,704.25,3,3,3,9,Potential Loyal,352.125,7,0
17935,145.79,2,82,2011-07-24 13:18:00,2011-07-21 11:23:00,137,2,145.79,2,3,1,6,At Risk,72.895,3,1
17936,380.13,1,257,2011-12-04 13:32:00,2011-12-04 13:32:00,4,1,380.13,5,2,2,9,Potential Loyal,380.13,0,0
17937,4301.22,7,1754,2011-12-01 11:45:00,2010-12-12 14:43:00,8,7,4301.22,5,5,5,15,VIP,614.46,353,0
17939,99.14,1,40,2011-07-03 12:27:00,2011-07-03 12:27:00,159,1,99.14,2,2,1,5,At Risk,99.14,0,1
17940,4020.04,10,9323,2011-10-21 13:27:00,2011-02-10 09:29:00,48,10,4020.04,3,5,5,13,VIP,402.004,253,0
17941,304.56,1,252,2011-08-01 08:30:00,2011-08-01 08:30:00,130,1,304.56,2,2,2,6,At Risk,304.56,0,1
17942,77.50000000000001,1,38,2011-12-02 10:45:00,2011-12-02 10:45:00,7,1,77.50000000000001,5,2,1,8,Potential Loyal,77.50000000000001,0,0
17946,149.57999999999998,2,75,2011-04-20 17:00:00,2011-03-25 14:34:00,232,2,149.57999999999998,1,3,1,5,At Risk,74.78999999999999,26,1
17947,176.68,1,168,2011-11-02 13:05:00,2011-11-02 13:05:00,36,1,176.68,3,2,1,6,At Risk,176.68,0,0
17948,358.56000000000006,1,144,2011-07-15 12:58:00,2011-07-15 12:58:00,146,1,358.56000000000006,2,2,2,6,At Risk,358.56000000000006,0,1
17949,58510.48,45,30546,2011-12-08 18:46:00,2010-12-03 13:12:00,0,45,58510.48,5,5,5,15,VIP,1300.232888888889,370,0
17950,482.2,3,366,2011-09-28 15:18:00,2010-12-09 15:16:00,71,3,482.2,3,4,2,9,Potential Loyal,160.73333333333332,293,0
17951,1008.5400000000001,3,616,2011-10-31 12:30:00,2010-12-01 12:40:00,39,3,1008.5400000000001,3,4,4,11,Loyal,336.18,333,0
